Idea ID,Idea Number,Idea Author ID,Idea Author Department,Idea Author Title,Up/Down,Voter ID,Voter Department,Voter Title,Timestamp
273708,8,247589,KÖSD,Software Engineer,Up,247554,KİvTD,Software Analyst,7/25/17 1:18
273708,8,247589,KÖSD,Software Engineer,Up,247563,BTD,Expert System Support Deputy,7/11/17 5:49
273708,8,247589,KÖSD,Software Engineer,Up,247589,KÖSD,Software Engineer,7/11/17 5:34
273708,8,247589,KÖSD,Software Engineer,Up,247698,KİvTD,Manager,7/13/17 13:43
273708,8,247589,KÖSD,Software Engineer,Up,247707,KÖSD,Software Engineer,7/12/17 7:05
273708,8,247589,KÖSD,Software Engineer,Up,247721,ÜİD,Software Engineer,7/12/17 3:57
273708,8,247589,KÖSD,Software Engineer,Up,247761,FvKUD,Software Architect,7/11/17 6:56
273708,8,247589,KÖSD,Software Engineer,Up,247790,KÖSD,Software Architect,7/11/17 5:44
273708,8,247589,KÖSD,Software Engineer,Up,247824,MKDD,Software Architect,7/25/17 0:40
273708,8,247589,KÖSD,Software Engineer,Down,247851,ÜYvTUD,Director,7/24/17 7:13
273708,8,247589,KÖSD,Software Engineer,Up,247928,MKDD,Software Analyst,7/11/17 5:34
273718,9,247698,KİvTD,Manager,Up,247127,KİvTD,Software Engineer,7/11/17 23:18
273718,9,247698,KİvTD,Manager,Up,247144,KİvTD,Software Analyst,7/13/17 3:48
273718,9,247698,KİvTD,Manager,Up,247147,KİvTD,Software Analyst,7/19/17 7:57
273718,9,247698,KİvTD,Manager,Up,247148,KİvTD,Software Engineer,7/25/17 0:12
273718,9,247698,KİvTD,Manager,Up,247149,TBSPvKUİGD,Expert Business Analyst,7/25/17 1:54
273718,9,247698,KİvTD,Manager,Up,247151,KİvTD,Director,7/17/17 3:21
273718,9,247698,KİvTD,Manager,Up,247163,FvKUD,Manager,7/13/17 5:40
273718,9,247698,KİvTD,Manager,Up,247166,KİvTD,Solution Architect,7/23/17 23:52
273718,9,247698,KİvTD,Manager,Up,247168,TBSPvKUİGD,Business Architect,7/17/17 4:42
273718,9,247698,KİvTD,Manager,Up,247185,KİvTD,Software Analyst,7/25/17 1:05
273718,9,247698,KİvTD,Manager,Up,247192,HYD,Application Support Expert,7/25/17 1:57
273718,9,247698,KİvTD,Manager,Up,247208,KİvTD,Solution Architect,7/23/17 22:57
273718,9,247698,KİvTD,Manager,Up,247217,ÖUD,Business Architect,7/25/17 1:19
273718,9,247698,KİvTD,Manager,Up,247227,SPHvDTUD,Software Analyst,7/21/17 3:41
273718,9,247698,KİvTD,Manager,Down,247267,KÖSİGD,Business Analyst,7/20/17 3:41
273718,9,247698,KİvTD,Manager,Up,247269,MvMUD,Software Architect,7/25/17 1:15
273718,9,247698,KİvTD,Manager,Up,247275,MvMUD,Software Architect,7/20/17 23:03
273718,9,247698,KİvTD,Manager,Up,247308,KÜGD,Software Analyst,7/23/17 22:47
273718,9,247698,KİvTD,Manager,Up,247310,SPHvDTUD,Software Analyst,7/24/17 0:39
273718,9,247698,KİvTD,Manager,Up,247326,ÖUD,Manager,7/22/17 23:26
273718,9,247698,KİvTD,Manager,Up,247331,SAvSİD,Software Analyst,7/21/17 4:36
273718,9,247698,KİvTD,Manager,Up,247342,KİvTD,Software Analyst,7/19/17 8:17
273718,9,247698,KİvTD,Manager,Up,247343,KİvTD,Software Analyst,7/12/17 4:34
273718,9,247698,KİvTD,Manager,Down,247345,KÜGD,Software Analyst,7/24/17 22:35
273718,9,247698,KİvTD,Manager,Up,247370,SAvSİD,Software Analyst,7/17/17 7:24
273718,9,247698,KİvTD,Manager,Down,247371,MKDD,Solution Architect,7/11/17 5:59
273718,9,247698,KİvTD,Manager,Up,247375,ÇKBD,Solution Architect,7/25/17 1:45
273718,9,247698,KİvTD,Manager,Up,247385,ÜYvTUD,Software Architect,7/25/17 1:43
273718,9,247698,KİvTD,Manager,Up,247400,Mobil ÖUD,Software Analyst,7/23/17 23:05
273718,9,247698,KİvTD,Manager,Up,247407,MvMUD,Software Analyst,7/24/17 8:08
273718,9,247698,KİvTD,Manager,Up,247410,FvKUD,Solution Architect,7/13/17 22:43
273718,9,247698,KİvTD,Manager,Up,247424,KİvTD,Software Analyst,7/25/17 0:09
273718,9,247698,KİvTD,Manager,Up,247436,KİvTD,Software Analyst,7/19/17 6:18
273718,9,247698,KİvTD,Manager,Up,247468,MKDD,Solution Architect,7/17/17 5:00
273718,9,247698,KİvTD,Manager,Up,247477,KİvTD,Software Analyst,7/25/17 0:16
273718,9,247698,KİvTD,Manager,Up,247510,İvMİD,Administrative Affairs Superviser,7/24/17 0:31
273718,9,247698,KİvTD,Manager,Up,247524,KİvTD,Solution Architect,7/13/17 2:06
273718,9,247698,KİvTD,Manager,Up,247530,TBSPvKUİGD,Business Architect,7/11/17 6:15
273718,9,247698,KİvTD,Manager,Up,247536,KİvTD,Software Analyst,7/13/17 1:50
273718,9,247698,KİvTD,Manager,Up,247554,KİvTD,Software Analyst,7/14/17 10:28
273718,9,247698,KİvTD,Manager,Up,247562,SPHvDTUD,Manager,7/24/17 1:03
273718,9,247698,KİvTD,Manager,Up,247583,ÖUD,Software Analyst,7/24/17 7:15
273718,9,247698,KİvTD,Manager,Up,247586,TBSPvKUİGD,Manager,7/25/17 1:12
273718,9,247698,KİvTD,Manager,Up,247609,SPHvDTUD,Solution Architect,7/24/17 7:17
273718,9,247698,KİvTD,Manager,Up,247642,MvMUD,Senior Solution Architect,7/24/17 1:26
273718,9,247698,KİvTD,Manager,Up,247674,ÇKBD,Software Analyst,7/12/17 4:15
273718,9,247698,KİvTD,Manager,Up,247682,KİvTD,Software Engineer,7/25/17 1:05
273718,9,247698,KİvTD,Manager,Up,247698,KİvTD,Manager,7/11/17 5:58
273718,9,247698,KİvTD,Manager,Up,247725,TBSPvKUİGD,Business Analyst,7/25/17 0:10
273718,9,247698,KİvTD,Manager,Up,247736,FvKUD,Software Architect,7/24/17 3:57
273718,9,247698,KİvTD,Manager,Up,247744,ÜİD,Software Architect,7/13/17 23:25
273718,9,247698,KİvTD,Manager,Up,247754,KİvTD,Software Architect,7/13/17 2:19
273718,9,247698,KİvTD,Manager,Up,247767,TvPYD,Program Manager,7/23/17 12:45
273718,9,247698,KİvTD,Manager,Up,247789,SG,Solution Architect,7/13/17 23:12
273718,9,247698,KİvTD,Manager,Up,247820,KİvTD,Software Engineer,7/23/17 3:37
273718,9,247698,KİvTD,Manager,Up,247842,TBSPvKUİGD,Business Architect,7/20/17 7:33
273718,9,247698,KİvTD,Manager,Up,247843,ÜİD,Software Analyst,7/13/17 23:49
273718,9,247698,KİvTD,Manager,Up,247868,FvKUD,Director,7/13/17 5:40
273718,9,247698,KİvTD,Manager,Up,247878,KİvTD,Software Analyst,7/13/17 6:33
273718,9,247698,KİvTD,Manager,Up,247903,MKDD,Software Engineer,7/20/17 7:27
273718,9,247698,KİvTD,Manager,Up,247904,ÇKBD,Manager,7/13/17 8:24
273718,9,247698,KİvTD,Manager,Up,247916,KİvTD,Team Manager,7/14/17 8:35
273718,9,247698,KİvTD,Manager,Up,247918,KİvTD,Software Engineer,7/25/17 0:14
273718,9,247698,KİvTD,Manager,Up,247946,BH,Staff_Hosp,7/16/17 23:34
273728,10,245728,İD,Software Architect,Up,245728,İD,Software Architect,7/11/17 6:12
273728,10,245728,İD,Software Architect,Down,247125,SPHvDTUD,Software Architect,7/11/17 6:15
273742,11,247287,ÜİD,Software Architect,Up,247120,SUD,Software Architect,7/13/17 23:07
273742,11,247287,ÜİD,Software Architect,Down,247122,DH,Senior Advisor,7/11/17 23:11
273742,11,247287,ÜİD,Software Architect,Up,247125,SPHvDTUD,Software Architect,7/11/17 6:48
273742,11,247287,ÜİD,Software Architect,Up,247287,ÜİD,Software Architect,7/11/17 7:01
273742,11,247287,ÜİD,Software Architect,Down,247345,KÜGD,Software Analyst,7/24/17 22:35
273742,11,247287,ÜİD,Software Architect,Up,247462,KÖSİGD,Team Manager (IA),7/13/17 0:10
273742,11,247287,ÜİD,Software Architect,Up,247506,UBD,Team Manager,7/17/17 0:53
273742,11,247287,ÜİD,Software Architect,Up,247554,KİvTD,Software Analyst,7/19/17 7:28
273742,11,247287,ÜİD,Software Architect,Down,247594,KÖSİGD,Program Manager,7/12/17 3:09
273742,11,247287,ÜİD,Software Architect,Up,247698,KİvTD,Manager,7/18/17 2:21
273742,11,247287,ÜİD,Software Architect,Up,247715,HYD,Application Support Expert Deputy,7/12/17 1:09
273742,11,247287,ÜİD,Software Architect,Down,247750,FvKUD,Software Analyst,7/11/17 7:03
273742,11,247287,ÜİD,Software Architect,Down,247789,SG,Solution Architect,7/13/17 23:26
273742,11,247287,ÜİD,Software Architect,Up,247824,MKDD,Software Architect,7/25/17 0:34
273742,11,247287,ÜİD,Software Architect,Up,247843,ÜİD,Software Analyst,7/14/17 6:36
273742,11,247287,ÜİD,Software Architect,Up,247848,ÜİD,Software Analyst,7/11/17 7:16
273742,11,247287,ÜİD,Software Architect,Up,247947,BH,Staff_Hosp,7/13/17 3:41
273746,12,247848,ÜİD,Software Analyst,Up,247251,MvKDYİGD,Project Officer,7/13/17 7:12
273746,12,247848,ÜİD,Software Analyst,Up,247252,ÖUD,Program Director,7/11/17 23:17
273746,12,247848,ÜİD,Software Analyst,Up,247275,MvMUD,Software Architect,7/20/17 23:06
273746,12,247848,ÜİD,Software Analyst,Up,247287,ÜİD,Software Architect,7/11/17 7:13
273746,12,247848,ÜİD,Software Analyst,Up,247331,SAvSİD,Software Analyst,7/20/17 5:28
273746,12,247848,ÜİD,Software Analyst,Up,247337,ÜİD,Software Architect,7/11/17 7:39
273746,12,247848,ÜİD,Software Analyst,Up,247436,KİvTD,Software Analyst,7/13/17 1:08
273746,12,247848,ÜİD,Software Analyst,Up,247462,KÖSİGD,Team Manager (IA),7/21/17 7:32
273746,12,247848,ÜİD,Software Analyst,Up,247527,ÇKBD,Software Analyst,7/11/17 7:20
273746,12,247848,ÜİD,Software Analyst,Up,247536,KİvTD,Software Analyst,7/14/17 1:27
273746,12,247848,ÜİD,Software Analyst,Up,247554,KİvTD,Software Analyst,7/21/17 4:01
273746,12,247848,ÜİD,Software Analyst,Up,247573,ÜİD,Software Architect,7/11/17 7:27
273746,12,247848,ÜİD,Software Analyst,Up,247672,ÜİD,Software Architect,7/11/17 23:37
273746,12,247848,ÜİD,Software Analyst,Up,247677,SAvSİD,Software Analyst,7/25/17 0:57
273746,12,247848,ÜİD,Software Analyst,Up,247683,ÜİD,Software Engineer,7/20/17 6:28
273746,12,247848,ÜİD,Software Analyst,Up,247698,KİvTD,Manager,7/13/17 14:06
273746,12,247848,ÜİD,Software Analyst,Up,247715,HYD,Application Support Expert Deputy,7/12/17 0:55
273746,12,247848,ÜİD,Software Analyst,Up,247721,ÜİD,Software Engineer,7/12/17 3:56
273746,12,247848,ÜİD,Software Analyst,Up,247740,ÜİD,Software Architect,7/24/17 7:29
273746,12,247848,ÜİD,Software Analyst,Up,247754,KİvTD,Software Architect,7/13/17 1:02
273746,12,247848,ÜİD,Software Analyst,Up,247824,MKDD,Software Architect,7/25/17 0:31
273746,12,247848,ÜİD,Software Analyst,Up,247843,ÜİD,Software Analyst,7/13/17 23:54
273746,12,247848,ÜİD,Software Analyst,Up,247848,ÜİD,Software Analyst,7/11/17 6:50
273746,12,247848,ÜİD,Software Analyst,Up,247928,MKDD,Software Analyst,7/11/17 7:07
273746,12,247848,ÜİD,Software Analyst,Up,247954,BH,Staff_Hosp,7/11/17 14:37
273746,12,247848,ÜİD,Software Analyst,Up,248072,STAJYER,Intern,7/14/17 4:53
273752,13,247125,SPHvDTUD,Software Architect,Down,247122,DH,Senior Advisor,7/11/17 23:10
273752,13,247125,SPHvDTUD,Software Architect,Up,247125,SPHvDTUD,Software Architect,7/11/17 7:11
273752,13,247125,SPHvDTUD,Software Architect,Up,247219,SPHvDTUD,Software Analyst,7/14/17 1:31
273752,13,247125,SPHvDTUD,Software Architect,Up,247223,KÖSD,Solution Architect,7/12/17 12:36
