Idea ID,Idea Number,Idea Author ID,Idea Author Department,Idea Author Title,Up/Down,Voter ID,Voter Department,Voter Title,Timestamp
273681,4,247267,KÖSİGD,Business Analyst,Down,246065,İD,Software Analyst,7/11/17 3:39
273681,4,247267,KÖSİGD,Business Analyst,Down,247122,DH,Senior Advisor,7/11/17 3:28
273681,4,247267,KÖSİGD,Business Analyst,Down,247125,SPHvDTUD,Software Architect,7/11/17 3:26
273681,4,247267,KÖSİGD,Business Analyst,Up,247177,SG,Director,7/11/17 3:24
273681,4,247267,KÖSİGD,Business Analyst,Down,247267,KÖSİGD,Business Analyst,7/11/17 3:33
273681,4,247267,KÖSİGD,Business Analyst,Up,247360,MYD,Director,7/11/17 3:18
273681,4,247267,KÖSİGD,Business Analyst,Down,247371,MKDD,Solution Architect,7/11/17 3:30
273681,4,247267,KÖSİGD,Business Analyst,Down,247527,ÇKBD,Software Analyst,7/11/17 3:27
273681,4,247267,KÖSİGD,Business Analyst,Down,247646,SPHvDTUD,Software Engineer,7/11/17 3:20
273681,4,247267,KÖSİGD,Business Analyst,Down,247738,SPHvDTUD,Software Analyst,7/11/17 3:29
273681,4,247267,KÖSİGD,Business Analyst,Down,247750,FvKUD,Software Analyst,7/11/17 3:27
273683,5,247738,SPHvDTUD,Software Analyst,Up,246065,İD,Software Analyst,7/11/17 3:39
273683,5,247738,SPHvDTUD,Software Analyst,Up,247097,İKD,Team Manager,7/19/17 22:54
273683,5,247738,SPHvDTUD,Software Analyst,Down,247117,ÜYvTUD,Software Analyst,7/23/17 23:04
273683,5,247738,SPHvDTUD,Software Analyst,Down,247122,DH,Senior Advisor,7/12/17 1:56
273683,5,247738,SPHvDTUD,Software Analyst,Up,247125,SPHvDTUD,Software Architect,7/11/17 3:26
273683,5,247738,SPHvDTUD,Software Analyst,Up,247159,SPHvDTUD,Software Analyst,7/11/17 3:38
273683,5,247738,SPHvDTUD,Software Analyst,Up,247162,TBSPvKUİGD,Business Architect,7/13/17 7:30
273683,5,247738,SPHvDTUD,Software Analyst,Up,247165,KÖSİGD,Expert Business Analyst,7/25/17 1:43
273683,5,247738,SPHvDTUD,Software Analyst,Up,247178,ÇKBD,Software Analyst,7/12/17 7:02
273683,5,247738,SPHvDTUD,Software Analyst,Up,247182,ÜYvTUD,Software Analyst,7/11/17 3:34
273683,5,247738,SPHvDTUD,Software Analyst,Up,247195,TvPYD,Project Manager,7/24/17 14:01
273683,5,247738,SPHvDTUD,Software Analyst,Up,247227,SPHvDTUD,Software Analyst,7/12/17 7:01
273683,5,247738,SPHvDTUD,Software Analyst,Up,247238,KÖSD,Software Architect,7/11/17 6:38
273683,5,247738,SPHvDTUD,Software Analyst,Up,247252,ÖUD,Program Director,7/11/17 23:17
273683,5,247738,SPHvDTUD,Software Analyst,Up,247265,SPHvDTUD,Software Analyst,7/11/17 4:43
273683,5,247738,SPHvDTUD,Software Analyst,Up,247267,KÖSİGD,Business Analyst,7/11/17 5:51
273683,5,247738,SPHvDTUD,Software Analyst,Up,247275,MvMUD,Software Architect,7/20/17 23:06
273683,5,247738,SPHvDTUD,Software Analyst,Up,247283,UBD,Expert Business Analyst,7/12/17 23:10
273683,5,247738,SPHvDTUD,Software Analyst,Up,247287,ÜİD,Software Architect,7/11/17 7:14
273683,5,247738,SPHvDTUD,Software Analyst,Up,247305,KÖSİGD,Expert Business Analyst,7/24/17 1:37
273683,5,247738,SPHvDTUD,Software Analyst,Up,247335,ÇKBD,Software Analyst,7/13/17 6:53
273683,5,247738,SPHvDTUD,Software Analyst,Up,247338,SPHvDTUD,Software Architect,7/17/17 6:58
273683,5,247738,SPHvDTUD,Software Analyst,Up,247342,KİvTD,Software Analyst,7/14/17 1:26
273683,5,247738,SPHvDTUD,Software Analyst,Up,247343,KİvTD,Software Analyst,7/12/17 4:35
273683,5,247738,SPHvDTUD,Software Analyst,Up,247353,SPHvDTUD,Software Analyst,7/19/17 2:02
273683,5,247738,SPHvDTUD,Software Analyst,Up,247369,FvKUD,Software Analyst,7/20/17 6:41
273683,5,247738,SPHvDTUD,Software Analyst,Up,247371,MKDD,Solution Architect,7/11/17 5:15
273683,5,247738,SPHvDTUD,Software Analyst,Up,247404,DH,Consultant,7/24/17 7:13
273683,5,247738,SPHvDTUD,Software Analyst,Up,247409,MvMUD,Team Manager (Deputy),7/11/17 23:54
273683,5,247738,SPHvDTUD,Software Analyst,Up,247436,KİvTD,Software Analyst,7/13/17 0:54
273683,5,247738,SPHvDTUD,Software Analyst,Down,247440,KÜGD,Team Manager (Deputy),7/12/17 22:50
273683,5,247738,SPHvDTUD,Software Analyst,Up,247455,FvKUD,Software Architect,7/13/17 6:08
273683,5,247738,SPHvDTUD,Software Analyst,Up,247462,KÖSİGD,Team Manager (IA),7/11/17 3:45
273683,5,247738,SPHvDTUD,Software Analyst,Up,247468,MKDD,Solution Architect,7/16/17 22:46
273683,5,247738,SPHvDTUD,Software Analyst,Up,247488,FvKUD,Software Analyst,7/24/17 7:14
273683,5,247738,SPHvDTUD,Software Analyst,Up,247499,SPHvDTUD,Software Analyst,7/12/17 6:57
273683,5,247738,SPHvDTUD,Software Analyst,Up,247502,SUD,Software Architect,7/25/17 1:10
273683,5,247738,SPHvDTUD,Software Analyst,Up,247518,MKDD,Software Analyst,7/20/17 2:10
273683,5,247738,SPHvDTUD,Software Analyst,Up,247527,ÇKBD,Software Analyst,7/11/17 3:27
273683,5,247738,SPHvDTUD,Software Analyst,Up,247530,TBSPvKUİGD,Business Architect,7/11/17 6:17
273683,5,247738,SPHvDTUD,Software Analyst,Up,247542,ÇKBD,Software Architect,7/11/17 6:30
273683,5,247738,SPHvDTUD,Software Analyst,Up,247549,ÇKBD,Software Architect,7/11/17 3:49
273683,5,247738,SPHvDTUD,Software Analyst,Down,247554,KİvTD,Software Analyst,7/13/17 2:10
273683,5,247738,SPHvDTUD,Software Analyst,Up,247562,SPHvDTUD,Manager,7/13/17 22:42
273683,5,247738,SPHvDTUD,Software Analyst,Up,247569,DH,Consultant,7/24/17 22:46
273683,5,247738,SPHvDTUD,Software Analyst,Up,247589,KÖSD,Software Engineer,7/11/17 6:19
273683,5,247738,SPHvDTUD,Software Analyst,Down,247593,MKDD,Software Analyst,7/25/17 0:18
273683,5,247738,SPHvDTUD,Software Analyst,Up,247608,KÖSİGD,Project Officer,7/17/17 4:31
273683,5,247738,SPHvDTUD,Software Analyst,Up,247614,FvKUD,Software Analyst,7/25/17 0:11
273683,5,247738,SPHvDTUD,Software Analyst,Up,247615,KİvTD,Software Analyst,7/12/17 4:22
273683,5,247738,SPHvDTUD,Software Analyst,Up,247616,MKDD,Software Analyst,7/25/17 0:28
273683,5,247738,SPHvDTUD,Software Analyst,Up,247620,SPHvDTUD,Software Analyst,7/12/17 7:28
273683,5,247738,SPHvDTUD,Software Analyst,Down,247622,TBSPvKUİGD,Business Architect,7/13/17 1:09
273683,5,247738,SPHvDTUD,Software Analyst,Up,247642,MvMUD,Senior Solution Architect,7/24/17 1:26
273683,5,247738,SPHvDTUD,Software Analyst,Up,247647,DH,Architectural Consultant,7/13/17 5:32
273683,5,247738,SPHvDTUD,Software Analyst,Up,247660,MvMUD,Software Analyst,7/24/17 7:15
273683,5,247738,SPHvDTUD,Software Analyst,Up,247698,KİvTD,Manager,7/13/17 1:59
273683,5,247738,SPHvDTUD,Software Analyst,Up,247707,KÖSD,Software Engineer,7/12/17 7:07
273683,5,247738,SPHvDTUD,Software Analyst,Up,247711,KÖSD,Manager,7/24/17 7:36
273683,5,247738,SPHvDTUD,Software Analyst,Up,247716,SPHvDTUD,Software Analyst,7/19/17 0:10
273683,5,247738,SPHvDTUD,Software Analyst,Up,247738,SPHvDTUD,Software Analyst,7/11/17 3:26
273683,5,247738,SPHvDTUD,Software Analyst,Up,247749,KÜGD,Software Analyst,7/11/17 4:54
273683,5,247738,SPHvDTUD,Software Analyst,Up,247750,FvKUD,Software Analyst,7/11/17 3:50
273683,5,247738,SPHvDTUD,Software Analyst,Up,247754,KİvTD,Software Architect,7/13/17 1:01
273683,5,247738,SPHvDTUD,Software Analyst,Up,247762,SPHvDTUD,Software Analyst,7/11/17 3:33
273683,5,247738,SPHvDTUD,Software Analyst,Up,247765,SAvSİD,Software Analyst,7/12/17 0:10
273683,5,247738,SPHvDTUD,Software Analyst,Up,247775,MKDD,Software Analyst,7/20/17 4:46
273683,5,247738,SPHvDTUD,Software Analyst,Up,247781,SPHvDTUD,Software Analyst,7/12/17 1:46
273683,5,247738,SPHvDTUD,Software Analyst,Up,247785,TBSPvKUİGD,Program Manager,7/11/17 5:23
273683,5,247738,SPHvDTUD,Software Analyst,Down,247789,SG,Solution Architect,7/19/17 22:52
273683,5,247738,SPHvDTUD,Software Analyst,Up,247807,TBSPvKUİGD,Expert Business Analyst,7/19/17 22:17
273683,5,247738,SPHvDTUD,Software Analyst,Up,247812,Mobil ÖUD,Director (Deputy),7/20/17 6:25
273683,5,247738,SPHvDTUD,Software Analyst,Up,247818,TBSPvKUİGD,Expert Business Analyst,7/13/17 0:33
273683,5,247738,SPHvDTUD,Software Analyst,Up,247824,MKDD,Software Architect,7/25/17 0:36
273683,5,247738,SPHvDTUD,Software Analyst,Up,247842,TBSPvKUİGD,Business Architect,7/13/17 3:51
273683,5,247738,SPHvDTUD,Software Analyst,Up,247849,ÇDD,Software Architect,7/19/17 10:46
273683,5,247738,SPHvDTUD,Software Analyst,Up,247885,SUD,Software Analyst,7/25/17 1:11
273683,5,247738,SPHvDTUD,Software Analyst,Up,247891,KİvTD,Software Analyst,7/13/17 4:11
273683,5,247738,SPHvDTUD,Software Analyst,Up,247892,SAvSİD,Solution Architect,7/21/17 5:27
273683,5,247738,SPHvDTUD,Software Analyst,Up,247911,MKDD,Software Engineer,7/11/17 5:41
273683,5,247738,SPHvDTUD,Software Analyst,Up,247926,MvKDYİGD,Project Officer,7/11/17 4:53
273683,5,247738,SPHvDTUD,Software Analyst,Down,247954,BH,Staff_Hosp,7/20/17 13:01
273683,5,247738,SPHvDTUD,Software Analyst,Up,247993,BH,Staff_Hosp,7/11/17 4:37
273683,5,247738,SPHvDTUD,Software Analyst,Up,248022,BH,Staff_Hosp,7/12/17 7:01
273683,5,247738,SPHvDTUD,Software Analyst,Up,248072,STAJYER,Intern,7/12/17 3:32
273683,5,247738,SPHvDTUD,Software Analyst,Up,248486,TBSPvKUİGD,Expert Business Analyst,7/21/17 3:06
273688,6,247410,FvKUD,Solution Architect,Up,247163,FvKUD,Manager,7/13/17 5:40
273688,6,247410,FvKUD,Solution Architect,Down,247371,MKDD,Solution Architect,7/11/17 5:28
273688,6,247410,FvKUD,Solution Architect,Up,247410,FvKUD,Solution Architect,7/12/17 1:27
273688,6,247410,FvKUD,Solution Architect,Up,247530,TBSPvKUİGD,Business Architect,7/11/17 23:22
273688,6,247410,FvKUD,Solution Architect,Up,247549,ÇKBD,Software Architect,7/11/17 4:31
273688,6,247410,FvKUD,Solution Architect,Up,247554,KİvTD,Software Analyst,7/25/17 1:19
273688,6,247410,FvKUD,Solution Architect,Up,247657,KİvTD,Team Manager,7/11/17 22:59
273688,6,247410,FvKUD,Solution Architect,Up,247698,KİvTD,Manager,7/13/17 13:44
273688,6,247410,FvKUD,Solution Architect,Up,247708,TBSPvKUİGD,Program Manager,7/13/17 5:20
273688,6,247410,FvKUD,Solution Architect,Up,247824,MKDD,Software Architect,7/25/17 0:36
273688,6,247410,FvKUD,Solution Architect,Up,247836,SUD,Software Analyst,7/20/17 7:38
273688,6,247410,FvKUD,Solution Architect,Down,247848,ÜİD,Software Analyst,7/25/17 0:49
273688,6,247410,FvKUD,Solution Architect,Up,247868,FvKUD,Director,7/13/17 7:07
273688,6,247410,FvKUD,Solution Architect,Up,247928,MKDD,Software Analyst,7/11/17 4:53
273688,6,247410,FvKUD,Solution Architect,Down,247954,BH,Staff_Hosp,7/20/17 13:01
273688,6,247410,FvKUD,Solution Architect,Up,248072,STAJYER,Intern,7/12/17 3:32
273689,7,247698,KİvTD,Manager,Down,247122,DH,Senior Advisor,7/11/17 23:09
273689,7,247698,KİvTD,Manager,Down,247125,SPHvDTUD,Software Architect,7/11/17 7:38
273689,7,247698,KİvTD,Manager,Up,247127,KİvTD,Software Engineer,7/11/17 23:18
273689,7,247698,KİvTD,Manager,Up,247151,KİvTD,Director,7/25/17 0:38
273689,7,247698,KİvTD,Manager,Up,247163,FvKUD,Manager,7/13/17 5:40
273689,7,247698,KİvTD,Manager,Up,247166,KİvTD,Solution Architect,7/23/17 23:52
273689,7,247698,KİvTD,Manager,Up,247238,KÖSD,Software Architect,7/11/17 6:37
273689,7,247698,KİvTD,Manager,Up,247326,ÖUD,Manager,7/22/17 23:28
273689,7,247698,KİvTD,Manager,Up,247342,KİvTD,Software Analyst,7/13/17 6:56
273689,7,247698,KİvTD,Manager,Down,247345,KÜGD,Software Analyst,7/24/17 22:35
273689,7,247698,KİvTD,Manager,Down,247371,MKDD,Solution Architect,7/11/17 5:28
273689,7,247698,KİvTD,Manager,Up,247472,KÜGD,Solution Architect,7/20/17 4:34
273689,7,247698,KİvTD,Manager,Up,247536,KİvTD,Software Analyst,7/13/17 1:50
273689,7,247698,KİvTD,Manager,Up,247554,KİvTD,Software Analyst,7/20/17 23:40
273689,7,247698,KİvTD,Manager,Up,247682,KİvTD,Software Engineer,7/25/17 0:21
273689,7,247698,KİvTD,Manager,Up,247698,KİvTD,Manager,7/13/17 1:59
273689,7,247698,KİvTD,Manager,Up,247725,TBSPvKUİGD,Business Analyst,7/25/17 0:10
273689,7,247698,KİvTD,Manager,Down,247750,FvKUD,Software Analyst,7/11/17 7:11
273689,7,247698,KİvTD,Manager,Up,247763,KÜGD,Solution Architect,7/21/17 0:15
273689,7,247698,KİvTD,Manager,Up,247789,SG,Solution Architect,7/19/17 22:52
273689,7,247698,KİvTD,Manager,Up,247824,MKDD,Software Architect,7/25/17 0:20
273689,7,247698,KİvTD,Manager,Up,247848,ÜİD,Software Analyst,7/25/17 0:49
273689,7,247698,KİvTD,Manager,Down,247866,MKDD,Software Analyst,7/25/17 0:32
273689,7,247698,KİvTD,Manager,Up,247868,FvKUD,Director,7/13/17 7:07
273689,7,247698,KİvTD,Manager,Up,247878,KİvTD,Software Analyst,7/13/17 6:33
273689,7,247698,KİvTD,Manager,Up,247904,ÇKBD,Manager,7/13/17 8:22
273689,7,247698,KİvTD,Manager,Up,247926,MvKDYİGD,Project Officer,7/11/17 4:52
273708,8,247589,KÖSD,Software Engineer,Up,247125,SPHvDTUD,Software Architect,7/25/17 0:35
273708,8,247589,KÖSD,Software Engineer,Up,247157,KÖSD,Software Engineer,7/12/17 5:07
273708,8,247589,KÖSD,Software Engineer,Up,247223,KÖSD,Solution Architect,7/12/17 12:30
273708,8,247589,KÖSD,Software Engineer,Up,247238,KÖSD,Software Architect,7/11/17 6:40
273708,8,247589,KÖSD,Software Engineer,Up,247267,KÖSİGD,Business Analyst,7/11/17 5:51
273708,8,247589,KÖSD,Software Engineer,Down,247345,KÜGD,Software Analyst,7/24/17 22:36
273708,8,247589,KÖSD,Software Engineer,Up,247351,KÖSD,Software Engineer,7/12/17 6:39
273708,8,247589,KÖSD,Software Engineer,Up,247371,MKDD,Solution Architect,7/11/17 5:39
273708,8,247589,KÖSD,Software Engineer,Up,247417,KÖSD,Software Analyst,7/11/17 6:04
273708,8,247589,KÖSD,Software Engineer,Down,247440,KÜGD,Team Manager (Deputy),7/12/17 22:51
273708,8,247589,KÖSD,Software Engineer,Up,247463,KÖSD,Software Analyst,7/11/17 6:57
273708,8,247589,KÖSD,Software Engineer,Up,247474,ÇKBD,Team Manager,7/24/17 7:40
273708,8,247589,KÖSD,Software Engineer,Up,247497,KÖSD,Software Engineer,7/11/17 5:54
273708,8,247589,KÖSD,Software Engineer,Up,247525,KÖSD,Software Engineer,7/13/17 0:46
273708,8,247589,KÖSD,Software Engineer,Up,247532,KÖSD,Software Engineer,7/11/17 5:50
273708,8,247589,KÖSD,Software Engineer,Up,247537,KÖSD,Software Analyst,7/20/17 3:49
